corpus;melhores_parametros;acuracia_media;clean
train_arcaico_moderno.csv;{'logreg__C': np.float64(7.617850486168974), 'logreg__penalty': 'l2', 'logreg__solver': 'saga', 'tfidf__max_features': 60000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True};0.8543809746276232;False
train_arcaico_moderno.csv;{'logreg__C': np.float64(7.617850486168974), 'logreg__penalty': 'l2', 'logreg__solver': 'saga', 'tfidf__max_features': 60000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True};0.8524289983294416;True
train_complexo_simples.csv;{'logreg__C': np.float64(7.7324476929665735), 'logreg__penalty': 'l2', 'logreg__solver': 'saga', 'tfidf__max_features': None, 'tfidf__min_df': 4, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True};0.848418580729887;False
train_complexo_simples.csv;{'logreg__C': np.float64(5.6224342584770115), 'logreg__penalty': 'l2', 'logreg__solver': 'lbfgs', 'tfidf__max_features': 40000, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True};0.8468328293192112;True
train_literal_dinamico.csv;{'logreg__C': np.float64(5.642755719763836), 'logreg__penalty': 'l2', 'logreg__solver': 'saga', 'tfidf__max_features': 50000, 'tfidf__min_df': 1, 'tfidf__ngram_range': (1, 3), 'tfidf__sublinear_tf': True};0.8506385779039283;False
train_literal_dinamico.csv;{'logreg__C': np.float64(3.347086111390218), 'logreg__penalty': 'l2', 'logreg__solver': 'saga', 'tfidf__max_features': None, 'tfidf__min_df': 3, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True};0.8482036520192457;True
